# UK-IOT-IXI-2023::S2_employment - scenario S2_employment. NOT ALL OF THESE NUMBERS ARE OBSERVED.
# 627 of 11,236 cells (5.6 %) are ESTIMATED from an allocation proxy and 0 (0.0 %) were moved by the balancing solver.
# Cell-by-cell status is in provenance.csv in this folder; the caveats are in ../../report.md. Quoting a figure from this file without them states an estimate as a measurement.
code,label,A01,A02,A03,B05,B06 & B07,B08,B09,C101,C102_3,C104,C105,C106,C107,C108,C109,C1101T1106 & C12,C1107,C13,C14,C15,C16,C17,C18,C19,C203,C204,C205,C20A,C20B,C20C,C21,C22,C235_6,C23OTHER,C241T243,C244_5,C25,C26,C27,C28,C29,C301,C303,C30OTHER,C31,C32,C3315,C3316,C33OTHER,D351,D352_3,E36,E37,E38,E39,"F41, F42  & F43",G45,G46,G47,H491_2,H493T495,H50,H51,H52,H53,I55,I561,I562,I563,J58,J59 & J60,J61,J62,J63,K64,K65.1-2 & K65.3,K66,L683,L68A,L68BXL683,M691,M692,M70,M71,M72,M73,M74,M75,N77,N78,N79,N80,N81,N82,O84,P85,Q86,Q87 & Q88,R90,R91,R92,R93,S94,S95,S96,T97,P3 S13,P3 S14,P3 S15,P51G,P52,P53,P61EU,P61RW,P62,Output
M71,Architectural And Engineering Activities; Technical Testing And Analysis  ,242.117954,1.432720,1.401581,0.935540,688.608138,29.852115,201.708984,71.618308,34.226906,14.723509,39.954213,22.888527,27.360569,82.187368,20.953421,37.190615,17.267300,65.050941,2.583535,3.164167,16.807484,18.717373,7.656482,218.136072,10.384496,38.693733,7.573363,4.454698,36.029788,1.806204,351.212148,36.775291,189.647781,20.011843,27.649204,23.448725,286.802939,120.002334,118.328330,304.231134,60.590312,8.631315,333.000522,89.337448,9.291996,28.392169,0.731393,1.284599,115.171300,618.300123,123.714946,215.168149,5.794584,299.531535,31.602736,6795.008013,113.387364,189.851775,592.921096,30.922179,93.879953,17.482941,36.895576,160.038553,14.944475,61.661685,46.482586,10.843409,20.549398,38.407265,270.927885,90.086462,522.286900,87.716965,1771.863022,236.183693,272.252016,47.234427,2472.957767,201.828271,149.084429,36.857471,336.091804,11221.241037,549.821216,71.128363,211.445849,5.048345,91.700535,150.054524,118.655540,28.611683,78.192036,62.528831,1068.038561,393.273045,2569.423588,161.074336,94.558805,11.097045,18.955012,250.942741,42.291780,2.330665,16.490640,0.000000,6.027605,2045.442837,100.036562,13977.074250,1757.519576,0.000000,164.110253,206.990620,17718.107781,73295.000000
M72,Scientific Research And Development  ,54.738190,5.514684,1.521259,0.442630,69.406385,10.719666,11.070756,25.080770,15.330540,1.454814,10.075079,7.665304,18.957928,36.326447,32.727818,27.473969,25.620885,15.781235,3.529515,4.962403,45.553709,63.968030,53.160633,8.835090,3.383395,22.920355,5.215153,4.646590,7.608305,3.138842,364.300946,26.500506,28.414471,12.929410,20.192200,3.497341,91.219224,43.116231,52.760644,77.055673,88.879023,7.471294,50.036800,5.412851,11.456669,126.828737,4.812121,1.957570,32.245303,389.899867,120.650220,13.168497,2.662646,51.656686,3.471098,971.235760,53.139851,189.673496,242.676910,41.009788,47.132782,19.430780,26.016463,55.255733,17.510907,21.497113,33.035038,7.706379,14.604397,39.620423,168.648264,161.808070,279.177996,87.413892,336.547144,120.706898,78.039501,11.925954,46.345058,67.475466,40.987643,25.837125,247.435044,228.986239,3073.342549,161.174476,497.448344,33.530873,95.878820,27.255125,25.791791,13.735867,62.078664,68.917895,349.957330,191.931602,551.152263,59.972579,36.879597,6.836120,22.044556,58.632271,29.405543,16.570524,22.057360,0.000000,592.398216,1081.551488,644.407642,20697.800170,-180.453526,39.761874,1670.694882,2309.375954,7810.562631,45979.000000
M73,Advertising And Market Research  ,192.555811,3.038935,1.736733,0.006396,31.197387,7.574842,8.069271,31.425221,77.636256,9.999710,52.568250,24.290457,100.957698,223.451958,111.258303,188.591336,81.767285,36.344759,16.266277,28.026614,25.171836,49.145031,88.864898,1.742331,35.138923,203.318806,29.439947,6.213463,2.693046,2.467195,13.538137,68.076515,13.545912,36.486480,7.438458,3.835148,61.197822,71.964263,42.737427,186.715304,647.391280,6.565728,20.776199,11.030475,57.975358,82.782897,2.845466,4.988165,43.629400,204.261091,48.838571,8.063460,37.857205,40.281302,3.610850,829.519776,1172.506770,2712.302349,5271.091530,119.904940,121.750822,67.794545,120.449531,219.894829,31.396182,620.845724,383.447044,89.450126,169.517372,442.079157,2490.854029,575.850355,1057.424946,459.325158,1625.605647,518.442877,140.985575,272.719491,267.512855,289.694033,381.043025,91.357466,237.885289,290.080345,397.071595,139.152942,243.289672,41.415079,294.755923,558.161394,597.009814,83.436236,113.407820,24.875687,1198.557138,681.634779,360.971552,291.423678,201.866534,61.010053,467.444143,289.706610,307.301553,11.134597,194.274971,0.000000,75.185710,599.256307,19.129080,722.524994,-0.794689,0.000000,50.792717,60.346605,8742.533834,41295.000000
M74,"Other Professional, Scientific And Technical Activities  ",163.786215,0.549941,0.565845,0.008237,5.859212,1.239294,1.791991,41.736124,68.708559,2.699086,10.577978,11.229120,60.960929,226.942867,336.760361,36.676561,7.616429,11.379688,3.271793,9.461471,2.294660,6.148720,24.859674,5.498207,3.447769,15.053763,1.799791,7.986903,11.699104,8.903462,99.717182,17.303922,46.699256,28.967016,3.930958,1.145848,14.547645,172.063475,76.534509,36.271897,20.342503,16.757361,38.624492,33.904552,37.028250,166.405668,0.981612,0.394683,9.252881,128.099854,6.780838,1.023373,2.100365,110.366673,0.252098,123.006798,314.397185,903.757623,728.433782,8.145456,184.462653,29.221342,6.867187,71.067821,3.164298,39.161717,36.035983,8.406437,15.931079,211.936421,1329.175379,51.121352,523.024480,195.312214,572.594316,1002.369834,96.312886,27.966980,7.568932,38.467785,18.958427,88.962931,118.578212,50.846421,620.483135,1897.060574,6193.694964,1.420093,204.717367,48.978501,52.000201,0.781075,8.254979,510.685695,626.066429,641.516453,565.420585,122.001576,304.012462,18.477336,7.628845,154.917781,222.977365,4.599788,64.805344,0.000000,6.250320,1630.646212,10.148170,461.843663,1.903302,0.000000,81.372547,92.581736,5968.486907,29488.000000
M75,Veterinary Activities  ,383.317143,0.088797,0.089234,0.001689,0.290340,0.210578,0.098087,0.931499,0.623271,0.056159,0.688779,0.315455,0.446890,0.744188,0.376686,0.579340,0.278280,0.311646,0.141182,0.034047,0.345212,0.707490,0.367676,0.231486,0.146295,0.246387,0.243334,0.175402,0.380529,0.088657,1.257177,0.703704,0.268051,0.270660,0.599282,0.159184,1.520156,0.565846,0.614714,1.616428,2.282805,0.189548,0.688681,0.055322,0.307808,0.446904,0.030172,0.062844,0.367284,0.940332,0.177006,0.071156,0.028195,0.598667,0.049588,8.796212,0.623042,2.747814,2.974527,0.750956,0.716033,0.325700,0.945437,1.035755,0.228147,0.856746,1.957340,0.456606,0.865317,0.656483,2.828041,0.814684,1.603929,0.088825,0.977696,0.218672,0.392022,0.176332,0.523363,6.051729,0.644485,0.157722,0.460291,1.045882,4.022008,0.517191,0.353733,118.130521,0.751689,0.281224,0.241254,0.053827,0.462101,0.490960,7.256599,2.243858,4.650216,0.978540,0.118142,0.069946,0.143506,0.508673,0.210361,0.093634,0.430909,0.000000,0.000000,6552.319174,1709.000254,30.170947,-0.004262,0.000000,11.274664,13.387563,41.495710,8946.000000
N77,Rental And Leasing Activities  ,378.690510,22.549709,5.497329,2.454847,189.758579,129.238754,71.186206,64.208248,40.703942,6.173998,47.794672,17.948862,48.259358,58.937039,36.919178,250.536495,33.131414,13.537803,5.467786,2.000163,66.506643,64.227411,23.136864,14.459713,1.027768,17.761743,9.817092,14.313105,24.693682,10.433491,303.978919,74.267075,65.024881,40.499554,75.169670,13.488103,219.938119,42.728794,37.566267,78.622440,87.269085,39.128217,30.729577,13.866770,37.045090,26.229339,4.299299,54.162262,120.301139,123.699521,73.057713,64.974189,43.491822,434.519106,91.558077,5440.998757,362.800067,2231.659030,808.896923,1767.279874,799.313584,572.448136,1489.343555,1026.941050,385.432825,82.930709,179.012547,41.759860,79.139315,32.209473,309.289353,322.713083,42.489091,52.420292,127.144037,64.040986,110.874401,137.616849,989.799318,300.763355,128.909917,58.018056,493.510076,595.620889,43.675461,65.954730,144.557338,15.925325,1513.280931,157.450351,102.661469,37.035344,362.016214,216.280271,36.015667,1082.788380,1045.622397,293.023808,82.332715,19.597962,63.048765,24.079663,36.321321,21.043989,98.459112,0.000000,0.000000,11796.772587,8.245979,311.460062,0.180217,0.000000,61.063191,72.481265,6778.262648,47390.000000
N78,Employment Activities  ,164.022842,2.933346,6.688053,0.007859,271.238792,19.446315,43.628541,291.642277,229.594100,12.439110,39.007692,28.821826,246.777317,306.548605,43.224217,75.133432,32.828684,28.901969,5.821260,4.881649,34.692520,50.277562,60.472137,39.380298,32.486758,49.304032,12.673865,6.816934,44.288549,20.997280,173.402645,154.796647,128.138565,22.962219,12.940750,29.723426,507.409867,94.781403,87.763536,361.149811,411.712421,237.208183,110.083932,41.295305,99.357069,103.872046,23.793899,14.468225,76.512622,418.235958,32.494022,94.095098,66.999566,263.036590,9.936283,3104.980404,215.285516,1817.851520,2210.913198,105.384088,1890.563353,728.559412,27.702330,1443.523878,443.999538,369.716496,233.417236,54.451329,103.190980,144.324690,152.695419,287.669151,569.525566,100.151985,1105.634670,285.370495,302.191517,266.437072,7.863505,560.713802,457.013943,381.592975,55.258856,436.196581,186.105704,640.204869,214.689745,15.150407,123.218187,16364.277798,192.078102,80.997123,298.146553,342.042321,1103.645716,1466.971447,4481.789131,2075.870448,38.053551,48.406303,23.689324,157.592640,97.660254,76.283235,247.537947,0.000000,10.714834,664.113384,10.600633,358.967037,2.681580,0.000000,0.684295,0.960758,6213.539256,59180.000000
N79,"Travel Agency, Tour Operator And Other Reservation Service And Related Activities  ",4.725311,0.315955,0.337440,0.004443,1.270765,0.702546,0.398010,3.673009,2.392500,0.217147,3.076050,1.238474,1.784885,2.986349,1.471279,2.118891,1.072771,1.254533,0.572093,0.141886,1.302446,2.884876,1.514421,0.842790,0.571192,0.950265,0.954852,0.663925,1.502934,0.333747,4.933498,3.082465,1.003226,1.037442,2.273311,0.640227,6.212401,2.495848,2.420860,6.258936,83.343816,0.799661,36.063466,0.227263,1.302187,1.811387,0.117566,0.205467,9.432587,13.368656,1.116838,0.308918,0.137904,2.452149,0.170234,30.813118,10.372912,15.629775,46.608077,8.751792,10.888109,1021.951429,95.506859,78.307100,0.824663,852.196222,27.685594,6.458467,12.239472,3.183448,47.546689,34.100903,23.143808,0.988319,665.943960,1.918916,404.820661,17.504258,1.315388,26.171124,6.620100,16.644431,216.621484,6.141334,12.924550,4.634270,2.502575,0.673342,2.267930,43.313438,3016.933660,0.198891,1.932761,3.653010,283.413435,93.987879,96.069832,6.227901,0.589844,0.406786,1.067045,3.374305,1.225442,0.459487,2.738898,0.000000,0.000000,22152.136803,4.999834,121.417903,-0.088082,0.000000,40.998780,48.682046,302.866921,30163.000000
N80,Security And Investigation Activities  ,0.652725,0.036069,0.028360,0.001708,0.591498,0.141066,0.361759,0.398899,0.251633,0.024809,0.493509,0.124206,0.232215,0.358460,0.168792,0.500067,0.156436,0.126014,0.052972,0.023753,0.174090,0.317799,0.204587,0.061625,0.069114,0.164820,0.118127,0.071843,0.198575,0.038348,1.057488,0.725255,0.160127,0.283926,0.254703,0.092595,0.930090,0.543073,0.337530,0.714799,1.651011,0.216821,0.856221,0.060024,0.161763,0.259563,0.018020,0.063858,0.354305,2.322930,1.405362,0.164253,2.862602,128.849553,0.087509,1521.969282,2.233194,6.814266,10.543916,2.456651,1.342931,0.547175,19.862440,10.331621,15.342279,1.202255,2.017444,0.470627,0.891888,0.646696,56.591488,4.759364,32.603932,47.543873,1256.398724,7.038246,30.372956,1.017639,14.422749,114.990400,2.697685,1.542658,4.061238,2.490859,44.844449,1.179882,17.631571,0.214363,1.645798,1.026987,0.868788,2060.606257,0.680967,22.242731,603.603282,386.566520,460.059215,245.808801,122.118042,41.353326,0.648165,56.752054,0.612801,2.820261,0.765604,0.000000,0.000000,227.063033,5.013124,198.713104,-0.103709,0.000000,2.562424,3.042628,475.877796,8308.000000
N81,Services To Buildings And Landscape Activities  ,3.186827,0.203435,0.193948,0.005889,1.557285,0.562098,2.175255,2.390762,1.468783,0.129764,2.956301,0.752220,1.148067,1.904391,0.849409,1.742070,0.714100,0.851448,0.322075,0.126139,0.906676,3.234878,1.626584,0.553291,0.329652,0.888314,0.646900,0.386430,1.265503,0.206701,3.714804,7.020811,0.743781,1.897387,1.430020,0.441489,6.273979,2.018933,2.376882,4.052336,6.975863,0.626748,2.164818,0.182030,1.550034,1.169061,0.076444,0.194857,33.544147,315.514804,96.079298,0.534887,0.375397,207.658602,6.489406,872.502014,12.782539,1206.197933,95.207933,4.457053,100.629500,2.035255,224.700964,342.672478,19.830788,736.200049,297.535029,69.408661,131.536693,4.846688,203.789706,19.703259,886.175312,163.696378,758.242785,174.268716,168.332713,429.638851,3439.298737,1428.060796,461.523427,5.795939,840.147547,185.573708,163.740383,18.989751,135.127806,14.145733,139.246994,8.973611,9.475105,131.473562,8534.353282,72.366524,792.708309,1415.982303,1352.723230,749.213909,90.061504,216.654171,324.202217,697.390805,458.290622,21.612825,72.844565,0.000000,0.000000,1970.219181,751.633998,111.951120,0.931005,0.000000,21.780602,25.864467,756.858950,33080.000000
N82,"Office Administrative, Office Support And Other Business Support Activities  ",59.472182,3.394748,3.572913,0.041067,20.401124,7.308025,247.784198,41.722261,28.781058,2.532893,29.794809,13.368099,22.068212,39.702851,25.387277,27.245508,13.202485,13.776191,6.816731,2.130950,13.905081,28.036852,16.862469,9.865407,6.865183,15.890388,10.549903,7.290159,30.835952,3.824916,56.120623,368.648361,12.715382,186.619615,23.847653,6.807330,64.007313,30.374564,122.697299,135.030716,304.776688,10.075601,35.785837,3.720320,13.865336,24.915851,1.435178,2.193806,17.356674,860.377277,118.923149,4.247057,2.390854,159.096437,8.103589,525.599261,55.737794,180.361246,272.491341,34.527298,312.874716,12.685017,58.024711,699.482708,27.109052,110.758041,151.842082,35.421562,67.127576,41.619961,157.407421,86.549828,275.237640,39.431521,157.884318,176.078585,68.361293,46.791314,34.412233,200.570613,187.040873,240.136410,82.746776,80.523701,96.159805,140.853531,159.342621,42.653916,27.537809,189.026613,264.609503,4.010925,93.831076,2684.977638,517.480191,1004.957878,1123.016211,527.997971,168.157583,37.336889,82.102233,34.222253,126.603333,4.476658,124.919059,0.000000,16.072252,2241.476455,22.750790,1073.990700,3.235087,0.000000,447.643141,531.620458,36744.540128,56281.000000
O84,Public Administration And Defence; Compulsory Social Security  ,15.769589,3.038193,0.038193,1.000000,4.710418,1.280079,1.336740,5.993007,14.802044,3.101847,3.369195,12.331002,10.980276,18.196701,8.789313,47.533441,7.763852,15.356464,5.152770,6.140039,0.445580,14.700197,0.763852,10.000000,16.432849,16.356464,28.674736,0.305541,0.852968,10.127309,52.434822,24.425856,2.687466,6.751121,8.916622,17.585620,63.608571,13.653756,12.056661,55.093599,72.037655,5.858705,38.466021,5.509234,16.483773,23.464049,1.101847,1.254617,9.291555,36.903353,7.690694,51.285817,1.082123,101.935091,0.089116,1909.394298,53.316478,136.766720,654.367760,212.673480,2825.264838,27.540434,81.680473,52.757576,123.781065,28.455801,52.500010,12.247148,23.209629,15.921105,30.823740,40.911063,264.813161,14.916084,174.360050,26.228504,85.772638,7.638515,12.000000,6348.716873,21.428546,15.686928,280.083020,4863.932042,335.544017,4.386408,19.651246,1.514972,9.965035,70.181460,3.597095,3.203694,33.169984,89.859423,57.436973,17.971490,230.232562,10.974000,10.616819,2.878429,12.457056,13.462794,12.061144,2.000000,6.705935,0.000000,191773.000000,3045.717411,61.625705,4149.769486,-1.311278,0.000000,0.000000,0.000000,1711.129760,221000.000000
P85,Education  ,6.497247,0.246783,0.182238,0.013739,11.566381,1.365086,3.601429,3.676693,2.548752,1.276101,7.720947,1.132365,2.903576,4.057237,2.323398,15.948459,1.960089,11.931436,3.435742,0.361163,1.730891,2.515340,2.103096,0.257315,1.006905,1.117647,1.603627,0.802437,2.266457,0.396040,125.137824,16.840456,2.077516,9.145718,2.589951,9.325096,19.192809,41.219526,5.990378,7.897374,25.248730,4.340136,30.161414,1.201398,1.592543,4.604548,0.263023,0.848078,5.715124,28.691291,13.318547,8.139175,6.584730,35.419913,0.781269,138.559369,33.511808,101.188655,184.762355,17.133985,28.080540,11.699614,80.734438,95.181791,18.505567,151.015919,56.986709,13.293800,25.193145,9.845637,54.293290,225.322997,1227.442567,25.857060,1431.928296,281.981552,318.126869,18.173928,8.887350,193.132954,330.960275,391.730094,397.673878,175.691288,1500.866161,167.479653,151.271744,36.288690,19.608012,227.955960,386.419514,21.623404,9.749121,153.972370,6740.291706,14753.090700,395.764112,1066.342514,7.054813,2.605636,6.769484,14.587839,10.773076,7.427323,33.706251,0.000000,78562.058311,27286.307794,28626.307827,10563.208983,-1.577019,0.000000,4.236211,5.026788,22476.012109,199785.000000
Q86,Human Health Activities,9.932782,0.625399,0.669846,0.006534,12.639173,1.418692,1.394775,7.343480,5.009235,0.464221,5.156292,2.493977,3.800759,6.108503,3.200537,16.264825,2.456890,2.494922,1.126646,0.334642,2.665634,5.496571,3.134559,1.675273,1.350765,2.002541,2.197830,1.453944,3.285008,0.709694,53.216296,7.892170,2.255467,8.374668,4.822535,2.511434,25.573315,63.347844,11.114189,13.703042,23.609917,2.474457,10.341540,0.696518,2.482684,4.165776,0.276516,0.493134,3.864114,14.135653,4.700691,10.172992,0.783175,18.559443,0.196949,71.535854,12.014616,37.710638,52.803942,2.919944,6.003969,1.979966,4.351716,11.764897,3.124234,8.809665,16.801977,3.919548,7.427954,7.219049,11.567075,17.619829,166.768128,8.029571,83.193236,122.157121,44.953453,5.738423,1.456763,22.904251,15.190659,8.348221,21.089212,16.822832,191.326926,5.671872,7.182699,1.872176,4.987041,6.879472,3.107212,0.434748,4.509989,9.882896,297.092663,22.984805,3520.308446,13.264268,1.689425,1.013400,2.424410,5.784440,4.005675,0.632275,3.950256,0.000000,206776.846127,17181.984144,2807.069879,1640.312442,-0.855954,0.000000,83.150651,98.733275,946.849134,234834.000000
Q87 & Q88,Residential Care  & Social Work Activities,3.831906,0.237405,0.208537,0.010580,3.216165,0.843048,0.901507,3.241473,1.809281,0.150242,6.700757,0.963129,1.620833,2.719007,0.970477,2.502280,0.807925,0.690597,0.353109,0.130234,1.347250,1.870901,1.002948,0.482876,0.379938,0.651937,0.632161,0.417409,1.144971,0.256934,5.362879,2.567835,1.008953,0.870125,1.485037,0.484461,5.081940,3.939649,1.604977,3.907027,7.268478,1.116254,3.666482,0.281789,0.914629,1.302715,0.106795,0.347582,1.709532,6.657644,3.069647,0.775592,0.551529,3.549135,0.466975,66.590194,8.434646,30.221191,42.749835,10.104561,5.839582,3.083549,9.736319,11.628455,2.905198,7.858128,18.063987,4.213948,7.985874,3.062240,9.567624,11.217796,82.402406,4.038581,24.345200,7.102422,18.032842,4.117906,6.528384,27.576904,12.068175,5.211309,14.249879,11.858701,6.994290,6.609960,5.835524,0.825454,8.034309,5.587603,3.180225,0.413791,3.831625,7.876588,39.516229,33.034990,1780.348266,13795.814123,1.982671,1.227023,2.124065,8.115056,4.032055,0.604611,3.356231,0.000000,55210.474587,19837.026076,10668.452993,232.725946,0.507994,0.000000,17.040118,20.233476,302.204808,102577.000000
R90,"Creative, Arts And Entertainment Activities  ",2.900666,0.081252,0.092525,0.002178,0.857702,0.221076,1.018135,1.331911,1.277123,0.088181,1.202687,0.411934,1.096695,3.056393,3.608836,1.095566,0.385890,0.416296,0.175691,0.145322,0.378233,0.763124,0.648987,0.307716,0.188832,0.522904,0.254997,0.229011,0.528414,0.166199,2.449353,2.066165,0.784401,1.110068,0.570695,0.174367,1.825035,2.507676,1.666224,2.147635,3.499382,0.434731,1.470158,0.427867,0.692227,2.086687,0.042319,0.078357,0.597956,5.760633,1.332013,0.244953,0.139640,25.356715,0.114724,17.721453,5.607668,16.667375,20.356082,1.562265,3.972721,0.859787,1.846191,5.430494,0.649745,2.591730,4.158278,0.970039,1.838325,349.017341,1282.763685,4.337986,20.293416,3.230318,42.363346,11.385446,4.164342,1.334090,1.997935,7.500249,3.423000,2.625768,4.179203,6.580969,7.688871,19.886017,60.242067,0.358091,3.484285,3.239211,2.361337,0.135235,1.019631,90.818088,193.503279,87.424109,47.388635,106.617874,2938.112569,0.521952,1.062065,422.475195,3.389212,0.184492,2.398117,0.000000,291.531118,6129.828015,3076.020919,432.732339,0.294030,-203.672425,773.791368,2063.763031,545.937571,19013.000000
R91,"Libraries, Archives, Museums And Other Cultural Activities  ",0.664838,0.034647,0.041806,0.000838,0.302934,0.094085,0.093012,0.549846,0.317290,0.036983,0.336838,0.191060,0.339795,0.605554,0.405281,0.345413,0.164021,0.248586,0.126734,0.025703,0.148853,0.315305,0.184922,0.076519,0.073555,0.141702,0.121948,0.089443,0.185598,0.041894,0.822697,0.354193,0.156611,0.157969,0.319141,0.110157,0.933273,0.506897,0.378323,0.934779,1.794712,0.170956,0.673952,0.061424,0.210805,0.436477,0.018332,0.032266,0.275747,1.029889,0.307970,0.082270,0.059574,9.470832,0.021425,8.272155,1.134407,3.051168,3.860109,0.319960,0.551009,0.181092,0.366727,0.896361,0.222033,0.629545,1.247532,0.291023,0.551519,0.682665,12.367125,1.148113,10.280205,0.569496,2.487706,3.163788,2.405969,0.381817,0.473379,7.978427,0.979616,0.547662,1.402959,1.127615,1.697148,1.243747,3.219659,0.117075,0.556325,0.348327,0.227144,0.031833,0.349271,0.870893,83.608046,39.820708,60.333280,24.460777,14.620428,178.554987,0.164084,69.316772,0.362945,0.049143,0.347760,0.000000,1448.224620,89.197580,81.233507,35.765674,0.065698,1288.655223,277.843232,671.574024,395.943232,4862.000000
R92,Gambling And Betting Activities  ,1.659189,0.044357,0.041803,0.001204,3.869926,0.274438,1.085305,1.049592,0.796879,0.087147,0.774263,0.300766,0.935878,1.278502,0.719829,2.059944,0.610688,0.330509,0.132553,0.114221,0.421644,0.643489,0.743417,0.087162,0.345752,0.312380,0.523233,0.248718,0.703858,0.117079,5.860274,1.337456,0.678761,0.609725,0.734294,0.464804,4.021654,3.023676,0.898497,2.584167,8.855565,1.590310,6.502791,0.422811,0.469573,1.218424,0.092833,0.220900,1.894428,10.214778,6.252841,1.120923,0.928338,1.975114,0.121704,56.127868,13.115784,34.664738,54.482793,3.030424,4.781557,1.792275,2.376808,10.555484,3.769273,10.776129,5.177138,1.207717,2.288751,3.231029,6.859566,26.995618,191.633866,11.906776,404.465249,8.844554,43.807049,6.844278,2.982113,21.736479,14.344958,10.340977,24.399694,14.120815,12.830558,4.085368,8.691392,1.181206,5.240007,12.419167,2.483533,0.305267,2.889797,11.168987,30.486726,15.114264,24.355157,10.595300,1.668062,0.786044,589.355604,14.648429,3.487279,0.093136,2.329445,0.000000,0.000000,7263.294184,1.186971,524.434955,-0.030671,0.000000,0.002737,0.002151,518.826821,10141.000000
R93,Sports Activities And Amusement And Recreation Activities  ,17.402337,0.452937,0.467031,0.007658,3.922425,1.221268,1.690533,7.094875,7.784061,0.967595,6.217333,3.187488,9.746046,19.836267,10.116489,33.308679,6.500969,4.570908,2.211137,1.983397,2.749804,5.563562,7.077209,0.682268,2.802971,14.253321,2.709168,1.040091,1.532555,0.489288,5.831644,7.977071,2.161526,3.932584,2.925743,1.111407,11.590837,7.985545,6.028877,20.072705,55.927353,1.841620,5.004367,1.144935,5.608917,8.821162,0.359795,0.547528,4.636204,20.262836,3.667676,3.033662,2.746243,25.372280,0.424633,93.975828,81.757755,192.591171,359.572440,9.893600,16.162502,7.092719,10.377780,23.427033,3.886935,45.696189,34.863310,8.132877,15.412654,34.106249,367.178377,40.475267,89.304982,30.814214,185.355037,64.245554,22.670855,19.444979,20.471383,28.932418,31.260983,8.461780,18.012065,25.111629,95.486595,17.198738,32.371699,3.365345,22.305881,75.488669,125.057948,8.648723,14.520051,12.962199,199.633256,129.360665,60.277144,76.096203,29.643370,34.643650,92.402530,957.809206,25.055695,1.303900,16.004667,0.000000,3274.855501,19170.721904,817.649378,551.249308,0.419426,-0.327575,18.998397,24.427783,1692.074359,29855.000000
S94,Activities Of Membership Organisations  ,1.577308,3.090762,0.085149,0.002826,1.211659,0.295449,0.356377,1.083847,0.705812,0.066973,1.202986,0.351239,0.600257,0.935968,0.457618,1.043976,0.374637,0.329569,0.148877,0.056423,0.439140,0.841414,0.488767,0.195937,1.191569,0.278137,0.320690,0.200063,0.497287,0.103412,2.469524,2.061420,0.383809,0.376257,0.686875,1.238006,8.296207,8.278368,1.727434,1.877942,3.736056,0.497417,1.985534,0.137362,0.408940,0.626285,0.045313,0.125818,0.768067,3.075926,1.298376,2.321136,0.231799,4.356105,0.137826,16.068765,3.662512,12.630882,22.728481,2.380371,2.096641,0.926723,5.659210,21.623606,1.096527,2.811037,4.561972,1.064212,2.016793,14.413661,208.087240,5.216006,44.686729,3.188134,354.624554,26.111976,32.171497,1.963496,2.596273,10.554973,5.348229,3.375767,6.480518,4.984541,3.007193,95.247429,102.106928,0.423159,2.590349,259.689564,1.175088,18.135085,20.020073,81.048737,243.473485,387.947036,12.689380,253.514767,5.564177,7.399905,13.931715,68.175463,1041.799082,0.170033,1.254335,0.000000,0.000000,7900.421528,5086.015488,106.733190,-0.220914,0.000000,8.968483,10.649198,146.256787,16767.000000
S95,Repair Of Computers And Personal And Household Goods  ,5.240214,0.336394,0.358312,0.004506,2.034946,0.748626,0.876126,3.863937,2.618292,0.240026,2.736022,1.310770,1.953089,3.170428,1.647557,2.591953,1.246819,1.300009,0.594144,0.166403,1.402611,2.793459,1.602093,0.905126,0.682945,1.043402,1.108728,0.754520,1.683256,0.370772,6.358559,3.222501,1.152334,1.395932,2.503126,0.750844,6.704155,3.123417,2.730391,7.144406,11.781541,1.147341,5.125953,0.323050,1.239466,2.685216,0.143550,0.403080,1.898530,7.204545,1.997827,0.497141,0.314318,22.645156,0.101833,35.931186,4.544668,14.617939,18.196055,1.437115,2.951421,0.960404,2.971688,7.834122,1.337155,3.751499,9.054747,2.112282,4.002996,3.312268,6.802441,6.560146,62.922791,3.083279,121.507092,2.748555,17.918162,2.140745,15.330748,6.195306,5.226981,3.357950,8.089843,6.670794,14.974997,1.844745,2.911830,0.882827,4.068325,1.810961,1.286247,0.217819,2.171568,6.470517,778.525023,69.452730,703.535723,153.382844,0.920076,7.259467,0.988573,23.842003,1.844355,262.067059,4.553868,0.000000,0.000000,1689.553909,2.452087,238.721951,-0.756968,0.306544,46.510569,55.612382,805.037900,5400.000000
S96,Other Personal Service Activities  ,9.372362,0.628783,23.636042,0.009322,2.026280,1.353905,0.824054,7.207394,4.636334,0.438615,4.969671,2.460873,3.538850,5.916899,2.994359,3.961191,2.101356,2.620794,1.226723,0.262467,2.446952,5.280259,2.761686,1.796007,1.097317,1.886969,1.821696,1.325417,2.834754,0.641672,9.034082,5.572619,1.998305,4.093834,4.506887,2.249340,15.855465,14.332147,4.792986,12.554307,18.700412,1.536291,5.453922,0.427305,2.434823,3.703935,0.228390,0.373730,2.853265,10.066486,1.925877,0.574278,0.320308,6.227269,0.224473,133.132332,5.396795,20.409916,26.464645,2.239996,4.443027,1.424961,4.457755,7.539542,1.103606,6.953308,93.904656,21.905980,41.514130,15.529856,1014.199855,6.685789,17.613556,0.820424,314.296044,11.251617,23.056043,1.530199,8.851261,25.482223,5.926280,1.498766,4.056279,8.045424,19.662730,27.590424,3.006657,2.049208,7.122225,47.117718,2.078302,0.342754,3.287996,5.469899,521.700370,20.067283,655.747850,83.779562,0.870790,0.569620,1.162018,4.128738,1.628340,0.705186,869.235066,0.000000,0.000000,27360.644285,5.904351,289.044285,2.481133,0.000000,79.050773,93.865071,385.833362,32556.000000
